,yield [thousands of bushels],price [$/bushel],total
823,255.88,6.728,1721560.64
824,245.81,8.667,2130435.27
825,222.36,8.332,1852703.5200000003
826,229.0,3.418,782722.0
827,262.0,11.458,3001996.0
828,217.74,7.714,1679646.36
829,269.51,11.424,3078882.2399999998
830,223.23,13.271,2962485.33
831,235.6,12.482,2940759.2
832,232.16,7.51,1743521.6
833,264.29,10.856,2869132.24
834,277.86,10.196,2833060.56
835,242.76,8.14,1976066.4000000001
836,242.31,4.123,999044.1300000001
837,259.44,10.184,2642136.96
838,249.08,13.075,3256721.0
839,245.23,6.449,1581488.2699999998
840,253.05,8.289,2097531.4499999997
841,253.47,5.445,1380144.1500000001
842,258.0,11.489,2964162.0000000005
843,254.81,5.898,1502869.38
844,220.19,0.005,1100.95
845,235.92,1.292,304808.63999999996
846,232.17,13.219,3069055.2299999995
847,214.6,8.542,1833113.2
848,257.76,7.175,1849428.0
849,252.12,12.915,3256129.8
850,222.98,12.269,2735741.6199999996
851,254.92,5.648,1439788.16
852,235.47,7.353,1731410.91
853,243.0,5.142,1249506.0
854,247.58,8.84,2188607.1999999997
855,219.42,3.998,877241.16
856,256.02,5.85,1497716.9999999998
857,269.18,3.209,863798.62
858,247.8,4.437,1099488.6
859,252.37,14.033,3541508.21
860,254.15,5.216,1325646.4000000001
861,266.58,5.316,1417139.2799999998
862,244.21,1.669,407586.49000000005
863,260.84,3.817,995626.2799999999
864,239.04,3.74,894009.6
865,242.65,6.518,1581592.7
866,234.73,6.113,1434904.4900000002
867,251.34,7.544,1896108.96
868,242.38,4.696,1138216.4799999997
869,237.77,10.885,2588126.45
870,252.52,5.826,1471181.5199999998
871,264.33,4.287,1133182.7099999997
872,233.68,8.834,2064329.1199999999
873,227.89,9.673,2204379.9699999997
874,234.78,2.781,652923.18
875,258.0,5.358,1382363.9999999998
876,231.75,9.239,2141138.25
877,249.71,7.17,1790420.7000000002
878,259.21,8.249,2138223.29
879,249.78,7.676,1917311.28
880,261.08,4.576,1194702.0799999998
881,224.43,5.743,1288901.4900000002
882,257.51,2.772,713817.7199999999
883,221.94,7.742,1718259.48
884,228.51,4.195,958599.4500000001
885,250.08,9.195,2299485.6
886,245.57,8.429,2069909.5299999998
887,235.61,7.349,1731497.8900000001
888,258.03,3.161,815632.8299999998
889,252.21,9.977,2516299.1700000004
890,233.46,0.708,165289.68
891,258.3,7.002,1808616.6
892,237.93,6.245,1485872.8499999999
893,250.8,7.851,1969030.8
894,242.94,4.115,999698.1000000001
895,248.94,9.687,2411481.78
896,235.07,12.13,2851399.1
897,255.11,4.326,1103605.8599999999
898,248.11,10.247,2542383.17
899,262.35,4.754,1247211.9
900,247.53,7.127,1764146.3099999998
901,248.89,8.697,2164596.33
902,258.63,3.42,884514.6
903,243.27,0.886,215537.22000000003
904,237.11,4.962,1176539.82
905,240.04,9.873,2369914.92
906,256.64,5.231,1342483.8399999999
907,238.98,5.735,1370550.3
908,250.52,6.655,1667210.6
909,234.9,5.583,1311446.7
910,223.14,4.308,961287.12
911,207.76,6.868,1426895.6800000002
912,263.81,4.857,1281325.1700000002
913,210.12,6.735,1415158.2000000002
914,231.29,3.996,924234.84
915,245.62,6.926,1701164.12
916,243.68,0.962,234420.16
917,233.12,6.6,1538591.9999999998
918,261.93,5.363,1404730.59
919,255.54,9.24,2361189.6
920,254.47,9.542,2428152.74
921,252.36,4.661,1176249.96
922,233.38,3.451,805394.38
923,234.14,7.303,1709924.42
924,253.05,4.894,1238426.7
925,229.97,8.654,1990160.3800000001
926,249.65,2.391,596913.15
927,212.19,5.232,1110178.08
928,245.68,9.289,2282121.52
929,243.72,8.555,2085024.5999999996
930,228.75,6.681,1528278.75
931,245.04,3.774,924780.96
932,259.71,3.454,897038.34
933,248.97,5.182,1290162.54
934,247.95,7.25,1797637.4999999998
935,239.1,7.613,1820268.3
936,249.9,11.421,2854107.9
937,241.18,2.541,612838.38
938,244.7,12.864,3147820.8
939,251.12,5.61,1408783.2000000002
940,258.47,7.071,1827641.37
941,256.15,0.231,59170.649999999994
942,251.47,3.784,951562.48
943,259.36,6.229,1615553.4400000002
944,255.77,9.098,2326995.46
945,228.42,1.791,409100.22
946,254.05,9.546,2425161.3
947,260.15,4.549,1183422.35
948,260.89,11.887,3101199.43
949,262.55,9.411,2470858.05
950,239.39,7.923,1896686.97
951,245.74,8.154,2003763.96
952,229.03,5.329,1220500.8699999999
953,245.6,6.95,1706920.0
954,244.92,9.436,2311065.1199999996
955,227.05,8.997,2042768.85
956,244.32,13.294,3247990.08
957,248.17,9.757,2421394.6899999995
958,273.8,6.444,1764367.2000000002
959,265.19,3.678,975368.8200000001
960,232.57,5.858,1362395.0599999998
961,245.72,3.856,947496.32
962,247.39,11.631,2877393.09
963,258.89,8.048,2083546.7199999997
964,249.98,5.444,1360891.12
965,259.62,1.723,447325.26
966,256.71,7.759,1991812.89
967,245.13,5.122,1255555.8599999999
968,241.29,6.636,1601200.4400000002
969,231.02,2.657,613820.14
970,241.55,6.25,1509687.5
971,228.56,10.202,2331769.12
972,225.57,12.372,2790752.04
973,236.49,5.569,1317012.81
974,264.42,7.344,1941900.4800000002
975,270.46,6.059,1638717.14
976,229.68,6.433,1477531.44
977,250.6,5.724,1434434.4000000001
978,223.44,10.773,2407119.1199999996
979,260.8,2.377,619921.6
980,242.49,0.885,214603.65000000002
981,229.73,12.256,2815570.88
982,236.23,11.635,2748536.05
983,238.3,11.167,2661096.1
984,256.01,6.369,1630527.69
985,222.41,12.61,2804590.1
986,229.13,2.812,644313.5599999999
987,264.69,9.234,2444147.46
988,233.46,14.163,3306493.98
989,241.92,10.235,2476051.1999999997
990,251.07,3.318,833050.26
991,245.89,4.74,1165518.5999999999
992,235.56,6.707,1579900.92
993,252.97,10.988,2779634.36
994,257.75,4.831,1245190.25
995,246.32,5.091,1254015.12
996,253.93,7.909,2008332.37
997,243.32,1.327,322885.63999999996
998,259.17,6.731,1744473.2700000003
999,262.77,11.81,3103313.6999999997
